"CycID","BH.Q","ADJ.P","PER","LAG","AMP"
"0","1.44618998355223e-07","3.90471295559102e-08","28","24","0.882626829859034"
"1","1.19481394097781e-08","1.67273951736893e-09","24","0","0.958319161757551"
"2","4.64098554086662e-07","1.57793508389465e-07","24","1","0.908301320171309"
"3","9.56902074958948e-08","2.39225518739737e-08","24","1","0.959135314887714"
"4","6.29955057239737e-07","2.45682472323497e-07","24","0","0.877681475865888"
"5","6.29955057239737e-07","2.45682472323497e-07","26","25","0.990062125855564"
"6","7.81002884137277e-09","9.37203460964733e-10","26","24","1.180890182315"
"7","3.09016915432516e-10","9.27050746297547e-12","24","1","0.950707988719999"
"8","4.83007924795178e-05","2.41503962397589e-05","24","1","0.870972816680702"
"9","1.28257785692913e-06","5.77160035618108e-07","24","0","0.924912779799981"
"10","9.56902074958948e-08","2.39225518739737e-08","26","25","0.843458244719215"
"11","9.69982470118366e-10","3.87992988047346e-11","24","1","0.856769159173457"
"12","6.29955057239737e-07","2.45682472323497e-07","24","1","0.93000658537651"
"13","7.23238780666095e-08","1.44647756133219e-08","24","0","0.977064783272505"
"14","4.64098554086662e-07","1.57793508389465e-07","26","25","0.991972081496228"
"15","7.81002884137277e-09","9.37203460964733e-10","24","0","0.886436166789247"
"16","2.83406818453641e-06","1.30367136488675e-06","24","0","0.932738616491602"
"17","3.74600020710713e-11","3.74600020710713e-13","26","24","0.856794391141618"
"18","7.81002884137277e-09","9.37203460964733e-10","24","1","0.973747306981506"
"19","4.11153967017642e-06","1.93242364498292e-06","24","0","0.97269341764469"
"20","3.34103673896611e-07","1.00231102168983e-07","24","1","0.947752825929866"
"21","4.79245131414594e-08","8.62641236546269e-09","24","1","0.946510274771302"
"22","5.91541449329543e-06","2.83939895678181e-06","24","1","0.88833741381656"
"23","1.19481394097781e-08","1.67273951736893e-09","24","0","0.92969064483021"
"24","9.23136575236031e-07","3.78485995846773e-07","24","0","0.910298320210867"
"25","4.64098554086662e-07","1.57793508389465e-07","26","25","0.947680449555492"
"26","2.17025631136118e-07","6.29374330294742e-08","24","1","0.807134243331474"
"27","1.28257785692913e-06","5.77160035618108e-07","26","25","1.00512171413985"
"28","1.95715789500682e-08","2.93573684251023e-09","26","24","0.969588514501432"
"29","6.29955057239737e-07","2.45682472323497e-07","26","24","0.941756997837659"
"30","9.56902074958948e-08","2.39225518739737e-08","26","24","0.999329041724169"
"31","5.7317711431964e-09","5.15859402887676e-10","24","0","0.886704412764802"
"32","9.56902074958948e-08","2.39225518739737e-08","26","24","0.966016038846317"
"33","4.79245131414594e-08","8.62641236546269e-09","24","23","0.991654737132826"
"34","2.17025631136118e-07","6.29374330294742e-08","26","25","0.743326239121124"
"35","9.23136575236031e-07","3.78485995846773e-07","24","0","0.959529801485962"
"36","9.56902074958948e-08","2.39225518739737e-08","24","0","0.884789897381378"
"37","2.10818528670345e-09","1.47572970069241e-10","24","1","0.915817120570012"
"38","3.16920698008387e-08","5.07073116813419e-09","26","24","0.84007072632681"
"39","1.44618998355223e-07","3.90471295559102e-08","26","25","0.900597524647151"
"40","1.28257785692913e-06","5.77160035618108e-07","24","0","1.05551067486352"
"41","6.29955057239737e-07","2.45682472323497e-07","24","0","1.00115783487411"
"42","2.10818528670345e-09","1.47572970069241e-10","24","0","0.991562001202377"
"43","3.48330996753888e-09","2.7866479740311e-10","24","1","0.874430493241457"
"44","7.23238780666095e-08","1.44647756133219e-08","24","0","0.863743677297427"
"45","3.09016915432516e-10","9.27050746297547e-12","24","0","0.968875010140946"
"46","8.44262302806565e-06","4.13688528375217e-06","26","24","0.931924587189905"
"47","2.10818528670345e-09","1.47572970069241e-10","24","0","0.752369234296403"
"48","4.64098554086662e-07","1.57793508389465e-07","24","1","0.902012271516572"
"49","1.28257785692913e-06","5.77160035618108e-07","24","1","0.846993633333692"
"50","1","1","28","27","0.518910005409086"
"51","1","1","28","21","0.435016370862264"
"52","1","1","28","21","0.484376363849929"
"53","1","1","26","13","0.29277897183799"
"54","1","1","22","14","0.256810718923681"
"55","1","1","22","21","0.295111024416121"
"56","1","1","26","20","0.386158371067116"
"57","1","1","20","19","0.213559438137592"
"58","1","1","28","0","0.463594490455139"
"59","1","1","22","21","0.35758606831047"
"60","1","1","26","22","0.435929363820898"
"61","1","1","28","5","0.389137463041409"
"62","1","1","28","0","0.352438152039764"
"63","1","1","22","21","0.37029458315523"
"64","1","1","28","21","0.420318583161995"
"65","1","1","28","0","0.355378962984225"
"66","1","1","28","21","0.330497282974466"
"67","1","1","28","0","0.451063972044875"
"68","1","1","28","26","0.268238582849366"
"69","1","1","24","3","0.362971167606891"
"70","1","1","24","4","0.358944877008209"
"71","1","1","28","21","0.517012925874812"
"72","1","1","26","8","0.406699682813583"
"73","1","1","28","21","0.31462123114108"
"74","1","1","28","0","0.390710192896089"
"75","1","1","28","0","0.323282059173382"
"76","1","1","28","21","0.372623269060143"
"77","1","1","22","14","0.293838926546529"
"78","1","1","28","0","0.322501564635725"
"79","1","1","22","21","0.467635973722923"
"80","1","1","28","21","0.369676042725409"
"81","1","1","26","24","0.322517828652631"
"82","1","1","26","17","0.188930292086614"
"83","1","1","28","0","0.56455759930526"
"84","1","1","26","2","0.40835291287301"
"85","1","1","28","27","0.460076617072117"
"86","1","1","28","21","0.301316742860186"
"87","1","1","26","10","0.281770908402853"
"88","1","1","28","0","0.407221013189473"
"89","1","1","28","27","0.518383357543958"
"90","1","1","22","21","0.279459894815737"
"91","1","1","26","17","0.393740922836603"
"92","1","1","28","27","0.356799818688357"
"93","1","1","28","27","0.41190720801086"
"94","1","1","28","0","0.398256241180654"
"95","1","1","24","22","0.334808699125321"
"96","1","1","22","13","0.440202558881582"
"97","1","1","26","2","0.403443386490708"
"98","1","1","28","26","0.343236836262526"
"99","1","1","28","3","0.389104609307447"
